complaint_id,complaint_text,category,sentiment_label,polarity_score,priority,source
C5511,The management is not listening while the records verification service has degraded further over time with no date for repair available- kindly look into it at the earliest.,Administrative,neutral,0.0,Medium,synth
C5512,A big thanks that the improved network speed- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C5513,I have tried several times but the water supply in Block C is constantly under-maintained with no date for repair available- this is getting frustrating.,Hostel/Accommodation,neutral,0.0,Medium,synth
C5514,The condition of the street lights near the football field still does not function with no date for repair available- kindly look into it at the earliest.,Infrastructure,neutral,0.0,Medium,synth
C5515,It can no longer be ignored that the bathroom fittings in the new floor has never been repaired and students have already reported it- this is getting frustrating.,Hostel/Accommodation,negative,-0.4,High,synth
C5516,Grateful to finally see the transparent grading policy and the effort shows.,Academic,positive,0.4,Low,synth
C5517,This is at least the third time that the accounts desk responses has degraded further over time despite repeated complaints- please take it seriously.,Faculty/Staff Behavior,neutral,-0.2,Medium,synth
C5518,Warning signs were clear but the water jug refills stopped working again and no one from the office follows up!,Canteen/Food,neutral,0.0,High,synth
C5519,When does the window for the support ticket hours?,IT/Technical,neutral,0.0,Medium,synth
C5520,Students here are badly affected because the water supply in Block C is constantly under-maintained despite repeated complaints- kindly look into it at the earliest.,Hostel/Accommodation,neutral,-0.2,Medium,synth
C5521,My complaint remains unresolved because the balcony ramp still does not function with no date for repair available.,Infrastructure,negative,-0.4,Medium,synth
C5522,"May I know the current status of the campus cleanup schedule If possible, share the office address as well.",General/Suggestion,neutral,0.0,Medium,synth
C5523,Please guide me on the steps for the lighting upgrade schedule Does it require prior appointment?,Infrastructure,neutral,0.0,Medium,synth
C5524,Could you point me to the right authority for the room transfer form Are walk ins accepted?,Hostel/Accommodation,neutral,0.0,Medium,synth
C5525,Really appreciate that the new water purifier- our sincere thanks.,Hostel/Accommodation,positive,0.8,Low,synth
C5526,Happy to report that the fair seating assistance and the effort shows.,Faculty/Staff Behavior,positive,0.4,Low,synth
C5527,The situation with the recheck process for answer scripts is still not working again this month- this is getting frustrating.,Examination,negative,-0.4,Medium,synth
C5528,Please guide me on the steps for the profile update form Could you mail a copy of the policy?,Administrative,neutral,0.0,Medium,synth
C5529,I am looking for the exact procedure for the wall repair plan Does it require prior appointment?,Infrastructure,neutral,0.0,Low,synth
C5530,Warning signs were clear but the meal price list stopped working again and no one from the office follows up.,Canteen/Food,neutral,0.0,High,synth
C5531,Satisfied that the updated admit card service- the improvement is visible.,Examination,positive,0.8,Low,synth
C5532,This is at least the third time that the event permits procedure keeps getting delayed for almost two weeks now!,General/Suggestion,negative,-0.4,Medium,synth
C5533,Kindly confirm the required documents for the answer sheet viewing procedure Could you mail a copy of the policy?,Examination,neutral,0.0,Low,synth
C5534,Grateful to finally see the cleaner serving counters- our sincere thanks.,Canteen/Food,positive,0.8,Low,synth
C5535,Requesting information about the VPN account request process Does it require prior appointment?,IT/Technical,neutral,0.0,Medium,synth
C5536,This is at least the third time that the suggestion box locations still does not function despite repeated complaints- please take it seriously.,General/Suggestion,neutral,-0.2,Medium,synth
C5537,The condition of the campus WiFi network keeps getting delayed since the start of the semester- this is getting frustrating.,IT/Technical,negative,-0.4,Medium,synth
C5538,It is a pleasure to see that the updated lab computers and the turnaround was quick.,IT/Technical,positive,0.35,Low,synth
C5539,"Could you point me to the right authority for the grievance escalation steps If possible, share the office address as well.",Faculty/Staff Behavior,neutral,0.0,Low,synth
C5540,Still facing the issue that the placement cell handling keeps breaking down since the start of the semester- kindly look into it at the earliest.,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C5541,The condition of the hall ticket download link has degraded further over time since the start of the semester- this is getting frustrating.,Examination,neutral,0.0,Medium,synth
C5542,Good to see that the cleaner serving counters and the turnaround was quick.,Canteen/Food,positive,0.4,Low,synth
C5543,It can no longer be ignored that the recheck process for answer scripts stopped working again and no one from the office follows up- kindly look into it at the earliest.,Examination,negative,-0.4,High,synth
C5544,Students here are badly affected because the volunteer requirement list still does not function despite repeated complaints- please take it seriously.,General/Suggestion,neutral,-0.2,Medium,synth
C5545,Could you explain how the revaluation deadline Does it require prior appointment?,Examination,neutral,0.0,Medium,synth
C5546,Delighted that the smoother login experience- the improvement is visible.,IT/Technical,positive,0.8,Low,synth
C5547,This is a serious problem: the approach of the examination cell is out of order since morning and no one from the office follows up!,Faculty/Staff Behavior,negative,-0.8,High,synth
C5548,It can no longer be ignored that the printer kiosks in the eastern annex remains completely unavailable and nothing has been done yet- kindly look into it at the earliest.,Library,negative,-0.8,High,synth
C5549,The management is not listening while the water jug refills keeps getting delayed for almost two weeks now!,Canteen/Food,negative,-0.4,Medium,synth
C5550,Delighted that the helpful counselling hours- our sincere thanks.,Academic,positive,0.8,Low,synth
C5551,It bothers us every day that the internal marks entry window keeps getting delayed since the start of the semester- please take it seriously.,Academic,negative,-0.8,Medium,synth
C5552,This is a serious problem: the fee receipt correction window has never been repaired and no one from the office follows up- please take it seriously.,Administrative,negative,-0.8,High,synth
C5553,It can no longer be ignored that the lab batch timings has never been repaired and nothing has been done yet- this is getting frustrating.,Academic,negative,-0.4,High,synth
C5554,A big thanks that the courteous accounts staff and the turnaround was quick.,Administrative,positive,0.4,Low,synth
C5555,The situation with the supplementary exam form is still not working with no date for repair available!,Examination,negative,-0.4,Medium,synth
C5556,Commendable effort around the cleaner serving counters- thanks to the concerned team.,Canteen/Food,positive,0.4,Low,synth
